the_geom,OBJECTID,CIV,PK_ID_ELEM,DESC_ELEME,LONGITUD_H,ANCHO_ELEM,AREA_ELEME,TIPO_SUPER,FECHA_REGI,LOCALIDAD,UPZ,BARRIO,TIPO_MALLA,EJE_VIAL,DESDE,HASTA,SECCION_VI,DESC_ORIGE,DESC_PROGR,DESC_ESTRA,FECHA_VISI,ACTIVIDAD,ACTIVIDAD_,INTERVENCI,ESTADO_INT,FECHA_TERM,VIGENCIA,SELLO_FISU,OBSERVACIO,SHAPE_AREA,SHAPE_LEN
"MULTIPOLYGON (((-74.04972337499999 4.683812535000016, -74.04972631800001 4.683810893999976, -74.04977178799999 4.683891382000013, -74.049770351 4.683892232000005, -74.049718052 4.683923143000015, -74.04963124699998 4.683976101999974, -74.04956619400002 4.684012241999994, -74.04949611299998 4.684052042000019, -74.04933261500003 4.684146436999981, -74.04931357599997 4.684157362999997, -74.049312504 4.684157986000002, -74.049139185 4.684258752000005, -74.04905969700002 4.68430323299998, -74.048972848 4.684352919999981, -74.04895577399998 4.6843615419999765, -74.04860201700001 4.684564941000019, -74.04856038999998 4.684588873999985, -74.048560309 4.684588921, -74.04854435499999 4.684598092999977, -74.048532579 4.684604862000015, -74.04850499100002 4.684620721999977, -74.04845662000002 4.684648529000015, -74.04845565199997 4.684649085999979, -74.04845547100001 4.684649189000027, -74.048420727 4.684669160999988, -74.04839509200002 4.684683896000025, -74.048394046 4.684684498000024, -74.04839393100002 4.684684564000008, -74.04822047200003 4.684784267999987, -74.04816088899997 4.684818258000007, -74.04804672900002 4.684883382999999, -74.04799899699998 4.684799154000018, -74.04805111399997 4.684766341, -74.04806168200003 4.6847596879999855, -74.04806954999998 4.684754732999977, -74.04829670800001 4.684611711000002, -74.048296822 4.684611652000001, -74.04836921200001 4.6845740599999885, -74.04837010300002 4.684573597999986, -74.048428436 4.684543306000023, -74.04844793199999 4.684533181999996, -74.04849015399998 4.684511257999986, -74.04849048199998 4.684511086999976, -74.04849474100001 4.684508875000006, -74.048536878 4.684486993999997, -74.04876669700002 4.684355274999973, -74.049376042 4.684006217999979, -74.04972337499999 4.683812535000016)))",88,"2,000,030","2,501,719",Calzada,220.69,11.18999958,"2,468.87",2,,CHAPINERO,CHICO LAGO,CHICO NORTE III SECTOR,AR,TV 17,DG 92,CL 98,3,PETICIONARIO,IMV-PR-003,SITUACIONES IMPREVISTAS Y APOYO INTERINSTITUCIONAL,07/16/2019 12:00:00 AM,PA,PABA,2,,07/15/2019 12:00:00 AM,"2,019",0,,0.000000201066070613,0.00416990358813
"MULTIPOLYGON (((-74.04520901999996 4.716914195000072, -74.04522766999997 4.716859646000046, -74.04522768699997 4.716859595000074, -74.04523018099997 4.716852299000039, -74.04616144399995 4.717190284000026, -74.04617274125516 4.717192763113264, -74.04618427871107 4.717193576187009, -74.04619581199995 4.7171927060000485, -74.04625273999994 4.7172122070000455, -74.04625649499997 4.717213493000031, -74.04634994699995 4.717245503000072, -74.04635597699996 4.717247568000062, -74.04640612299994 4.717264742000054, -74.04640956499998 4.7172659080000585, -74.04657812599999 4.71732729200005, -74.04667716099993 4.717363358000057, -74.04675450799994 4.71739152500004, -74.04685548799995 4.717426836000072, -74.04691506599994 4.717450728000074, -74.04692293079205 4.717450828152783, -74.04693076299998 4.717450106000058, -74.04694021890494 4.717448105178076, -74.0469493403893 4.717444908938094, -74.04695797699998 4.717440570000065, -74.04696840484189 4.717435356411468, -74.04697795912283 4.71742867531059, -74.04698643481997 4.717420670065399, -74.04699365005564 4.717411512458329, -74.04699944999999 4.717401399000039, -74.04697534099995 4.717558908000058, -74.04697180199997 4.717555902000072, -74.04695452599998 4.717549577000057, -74.04680448751962 4.717500990368455, -74.04665635699996 4.717446865000056, -74.04585303599998 4.71715346700006, -74.04520901999996 4.716914195000072)))",89,"1,004,014","525,948",Calzada,207.88,8.52000046,"1,773.66",2,,USAQUEN,COUNTRY CLUB,COUNTRY CLUB,AR,AC 134,KR 17,AK 19,4,PETICIONARIO,IMV-PR-003,SITUACIONES IMPREVISTAS Y APOYO INTERINSTITUCIONAL,02/04/2019 12:00:00 AM,PA,PABA,2,,01/24/2019 12:00:00 AM,"2,019",0,,0.000000144317389066,0.00399809379277
"MULTIPOLYGON (((-74.10604871399994 4.628612997000062, -74.10605287499999 4.628594299000042, -74.10606572513917 4.628527854657799, -74.10607574499994 4.62846092500007, -74.10607902899994 4.62844085200004, -74.10608899699997 4.628356325000027, -74.10609307299995 4.62827130900007, -74.10609121299996 4.62818621100007, -74.10608356899996 4.628110252000056, -74.10607005999998 4.628035106000027, -74.10605075999996 4.627961252000034, -74.10602579999994 4.627889124000035, -74.10601597399994 4.627866435000044, -74.10599484999995 4.627817665000066, -74.10595855799994 4.627748782000026, -74.10591713899998 4.627682873000026, -74.10589454699993 4.627652355000066, -74.10587083799999 4.627620326000056, -74.10583167899995 4.6275751460000265, -74.10582989699998 4.627573090000055, -74.10576988499997 4.627518595000026, -74.10576774599997 4.627516653000043, -74.10568981099993 4.627445882000075, -74.10567793599995 4.627437303000022, -74.10564421599997 4.627412957000047, -74.10557848299999 4.627372799000057, -74.10550563999993 4.627335254000059, -74.10543028399997 4.627303096000048, -74.10535280199997 4.627276488000064, -74.10483520299994 4.627157290000071, -74.10482472399997 4.627154940000025, -74.10458654399997 4.627101510000046, -74.10456486499999 4.62709664700003, -74.10445081599994 4.627071060000048, -74.10443795099997 4.627068174000044, -74.10438981099998 4.627057626000067, -74.10438774799997 4.627057174000072, -74.10436515399994 4.627052224000067, -74.10423945999997 4.627024685000038, -74.10390906599997 4.626959050000039, -74.10376739466076 4.626935944313304, -74.10362521699994 4.626916192000067, -74.10376192099994 4.626924202000055, -74.10424732499996 4.626952649000032, -74.10427213399998 4.626954104000049, -74.10426924199999 4.626954818000058, -74.10426740399998 4.626959256000021, -74.10427074599994 4.6269627000000355, -74.10451893699997 4.627016987000047, -74.10456486899994 4.627027034000037, -74.10458573899996 4.627031816000056, -74.10459939499998 4.627034945000048, -74.10473163499995 4.62706524400005, -74.10478242099998 4.627075442000034, -74.10495468099998 4.62711003000004, -74.10500319999994 4.6271190540000475, -74.10518516599996 4.627146789000051, -74.10526381199998 4.627158780000059, -74.10535617799997 4.627173809000055, -74.10539079499995 4.627193331000058, -74.10552638699994 4.62726979100006, -74.10552653599996 4.6272701080000616, -74.10552778699997 4.627270580000072, -74.10553350699996 4.627272739000034, -74.10559218799995 4.627303378000022, -74.10566581599994 4.627347730000054, -74.10569119399997 4.627365521000058, -74.10569863299997 4.627370735000056, -74.10573621599997 4.627397080000037, -74.10577763099997 4.6274306340000635, -74.10577921499998 4.627431917000024, -74.10580283099995 4.627451050000047, -74.10581193499996 4.627459638000062, -74.10587537999999 4.627527865000047, -74.10587696499994 4.627529568000057, -74.10592734199997 4.62758374200007, -74.10592775599997 4.627583787000049, -74.10592955799996 4.62758612500005, -74.10595531199994 4.627619528000025, -74.10599681199996 4.627683023000031, -74.10603322999998 4.627749592000043, -74.10603810299995 4.627759317000027, -74.10606700199997 4.627817002000029, -74.10608737499996 4.627866440000048, -74.10609706699995 4.627889952000033, -74.10612157599996 4.627964963000068, -74.10613055199997 4.628001525000059, -74.10613340599997 4.6280131510000615, -74.10615019899996 4.6280854830000635, -74.10615937434552 4.62816521054399, -74.1061626376091 4.628245397945355, -74.10615997097422 4.628325607404181, -74.10615138899993 4.628405401000066, -74.10614526575176 4.628471947523381, -74.10613492531246 4.628537970316781, -74.10612040949587 4.628603202402464, -74.10610177699994 4.628667380000024, -74.10610135544655 4.628668313368725, -74.10610109021795 4.628669302579603, -74.10610098828207 4.628670321644592, -74.10610105231692 4.6286713437913125, -74.1061012806402 4.6286723421664195, -74.10610166725353 4.628673290541086, -74.10610220199999 4.628674164000074, -74.10609610299997 4.628667188000065, -74.10604871399994 4.628612997000062)))",90,"50,008,300","24,123,499",Calzada,346.14,8.06000042,"2,791.9",2,,PUENTE ARANDA,PUENTE ARANDA,BATALLON CALDAS,AR,AC 20,KR 46,AC 13,1,PETICIONARIO,IMV-PR-003,SITUACIONES IMPREVISTAS Y APOYO INTERINSTITUCIONAL,09/05/2019 12:00:00 AM,PA,PABA,2,,09/04/2019 12:00:00 AM,"2,019",0,,0.000000227191611281,0.0071501508588
"MULTIPOLYGON (((-74.11099493299997 4.610040658999992, -74.11102183100002 4.609997545999988, -74.11104646400003 4.610012217000019, -74.111048294 4.610013956999978, -74.11104839199999 4.610014044000025, -74.11105055500002 4.610015581000027, -74.11129361399998 4.610172846000012, -74.111311398 4.610184351999976, -74.11135085799998 4.610210584000015, -74.11132346 4.610253826000019, -74.11132341299998 4.61025379199998, -74.11131981699998 4.610251361999985, -74.11131967300003 4.610251280999989, -74.11131593300001 4.610249305000025, -74.11099493299997 4.610040658999992)))",91,"16,002,164","187,517",Calzada,43.45,5.71999979,248.48,2,,PUENTE ARANDA,CIUDAD MONTES,JORGE GAITAN CORTES,LO,CL 2D,KR 39,KR 39A,6,PETICIONARIO,Misionalidad,INFRAESTRUCTURA Y GESTIÓN DEL TRANSITO,12/05/2017 12:00:00 AM,SF,SF,2,,05/06/2019 12:00:00 AM,"2,019",0,"el segmento presenta grietas long. y tranv. (SB-3%), zona Escolar, vehículos C2.",0.0000000202344998975,0.000885695282353
"MULTIPOLYGON (((-74.11155124999993 4.668215998000051, -74.11149605599996 4.668135789000075, -74.11150273533836 4.6681403875094505, -74.11150999199998 4.6681440070000235, -74.11151921162748 4.668145080562045, -74.11152848899997 4.668144790000042, -74.11153718946461 4.668143252533022, -74.11154559026038 4.668140516016922, -74.11155352699996 4.668136634000064, -74.11167414599998 4.668060345000072, -74.11169421174934 4.668047628618181, -74.11171587699994 4.668037884000057, -74.11174722999993 4.668042633000027, -74.11177791899996 4.668047281000043, -74.11177805199998 4.668047204000061, -74.11180411199996 4.668051215000048, -74.11177741199998 4.668054017000031, -74.11176187161479 4.6680574247784925, -74.11174691003045 4.668062834724858, -74.11173278399997 4.66807015400002, -74.11156186799997 4.66817848900007, -74.11155846083473 4.668182471993123, -74.11155559099996 4.66818685800007, -74.1115530173759 4.668192301700246, -74.1115512681196 4.6681980634287035, -74.11155038089747 4.6682040191192025, -74.11155037481392 4.668210040528955, -74.11155124999993 4.668215998000051)))",159,"10,010,407","91,018,972",Calzada,28.19,4.80999994,135.38,2,,ENGATIVA,SANTA CECILIA,NORMANDIA OCCIDENTAL,LO,,,,10,PETICIONARIO,Misionalidad,INFRAESTRUCTURA Y GESTIÓN DEL TRANSITO,07/10/2018 12:00:00 AM,PASI,PABA,2,,06/18/2019 12:00:00 AM,"2,019",0,"zona escolar, vehículos C2.",0.0000000110376976175,0.000755677986675
"MULTIPOLYGON (((-74.13012962399995 4.632099035000067, -74.13013708099999 4.6320281860000705, -74.13013902199998 4.632019717000048, -74.13017061699998 4.6317195190000575, -74.13016897399996 4.63171088200005, -74.13016967699997 4.631704217000049, -74.13017721199998 4.6316326320000485, -74.13023631999994 4.631638580000072, -74.13022980899996 4.631703728000048, -74.13022857799996 4.631716063000056, -74.13022593660683 4.631722928021441, -74.13022402899998 4.631730032000064, -74.13020958999994 4.631895278000059, -74.13020782399997 4.6319138630000225, -74.13019724499998 4.632025150000061, -74.13018885899999 4.6321053120000215, -74.13012962399995 4.632099035000067)))",160,"8,004,331","151,377",Calzada,51.88,6.38999987,331.71,2,,KENNEDY,BAVARIA,MARSELLA,LO,KR 69F,CL 7,CL 7A,10,PETICIONARIO,Misionalidad,INFRAESTRUCTURA Y GESTIÓN DEL TRANSITO,08/25/2017 12:00:00 AM,CC,CC,2,,06/27/2019 12:00:00 AM,"2,019",0,Zona escolar y residencial; tránsito medio C2,0.0000000270154322575,0.00105774505499
"MULTIPOLYGON (((-74.200012437 4.633543750999991, -74.20011098999998 4.633490483000003, -74.20011289000001 4.633489456000007, -74.20013942899999 4.633475111999985, -74.20071718499997 4.633155776000024, -74.200879052 4.633068246999983, -74.20091078799999 4.633126661999995, -74.20082695299999 4.633172817000002, -74.200826667 4.6331729749999795, -74.200173571 4.633527429000026, -74.20004200699998 4.633598832000018, -74.200012437 4.633543750999991)))",161,"7,008,410","528,504",Calzada,109.66,7.17999983,787.52,2,,BOSA,TINTAL SUR,CIUDADELA EL RECREO II,LO,KR 97C,CL 69 S,CL 69A S,8,PETICIONARIO,Misionalidad,INFRAESTRUCTURA Y GESTIÓN DEL TRANSITO,07/11/2018 12:00:00 AM,SFSI,SF,2,,07/30/2019 12:00:00 AM,"2,019",410,"Malla Vial Local V6, Aledaño a la Biblioteca Pública de Bosa. Alto flujo vehicular.",0.000000064132021414,0.0021063030704
"MULTIPOLYGON (((-74.07510958799998 4.704629577999981, -74.07511957700001 4.704273452999985, -74.07511916700003 4.704266124000014, -74.075117825 4.704258907999986, -74.07511474900002 4.704249936999986, -74.07511024399999 4.704241597000021, -74.07510442699999 4.704234116999999, -74.07509746300002 4.704227702000026, -74.07508953600001 4.704222528999992, -74.07508086899998 4.704218737000019, -74.07514472499997 4.704226812000002, -74.07514472000003 4.704227236999998, -74.07518148100002 4.704231885000013, -74.07517887900002 4.7042347010000185, -74.07517656099998 4.704237757999977, -74.07517347100003 4.704243137999981, -74.07517125800001 4.704248935999999, -74.07516997800002 4.704255011999976, -74.07516585200001 4.70456875299999, -74.07516600299999 4.704572806999977, -74.07516650899998 4.704576830999997, -74.07516571500003 4.704637144000003, -74.07510958799998 4.704629577999981)))",162,"11,010,632","168,693",Calzada,45.05,5.98999977,269.95,2,,SUBA,NIZA,NIZA SUR,LO,KR 70G,CL 118,CL 119,9,OTRO,IMV-PR-003,INFRAESTRUCTURA Y GESTIÓN DEL TRANSITO,06/18/2019 12:00:00 AM,PASF,PABA,2,,06/26/2019 12:00:00 AM,"2,019",400,,0.0000000219852260195,0.00099474460671
"MULTIPOLYGON (((-74.117894154 4.623386948000018, -74.11792283599999 4.623351904000003, -74.11793054100002 4.623342487000002, -74.11793919899998 4.623334295999996, -74.11808165399998 4.623194192000028, -74.118172662 4.623107473000005, -74.11841766600003 4.622863419999987, -74.11863705000002 4.62264916800001, -74.11884473600003 4.622439166999982, -74.11885701300002 4.622425653999983, -74.118904058 4.6223793359999945, -74.118945021 4.622419513000011, -74.11889936199998 4.622463926000023, -74.11861904599999 4.622731784999985, -74.11830774100002 4.623044128999993, -74.11814505699999 4.623206878000019, -74.11797969700001 4.62337130100002, -74.11797738299998 4.623374194000007, -74.11797309399998 4.623379461000013, -74.11793717199998 4.623423570999989, -74.117894154 4.623386948000018)))",163,"16,000,710","188,216",Calzada,157.93,5.69999981,899.73,2,,PUENTE ARANDA,SAN RAFAEL,SAN GABRIEL,LO,KR 57A,CL 4B,CL 4D,10,OTRO,IMV-PR-003,INFRAESTRUCTURA Y GESTIÓN DEL TRANSITO,05/09/2019 12:00:00 AM,PA,PABA,2,,05/09/2019 12:00:00 AM,"2,019",0,,0.0000000732686297625,0.00296394877447
"MULTIPOLYGON (((-74.123346809 4.70877038399999, -74.12335964699999 4.708744106999974, -74.123521493 4.708810400000004, -74.12352592100001 4.708811764000018, -74.12352988999999 4.708812985999998, -74.12356804500001 4.708829116999993, -74.12359581300001 4.708840856999984, -74.12359659700002 4.7088422609999725, -74.12357827599999 4.708882400999983, -74.12355001899999 4.708869418000006, -74.12352222099997 4.708856646000015, -74.12334683099999 4.708770394999988, -74.123346809 4.70877038399999)))",230,"10,003,203","164,327",Calzada,28.45,4.19999981,119.53,1,,ENGATIVA,GARCES NAVAS,VILLA AMALIA,LO,CL 71B,KR 107A,KR 107B,11,PETICIONARIO,Misionalidad,REHABILITACIÓN VIAL COMO COMPLEMENTO AL MEJORAMIENTO DE LA INFRAESTRUCTURA DE SERVICIOS PÚBLICOS,09/27/2017 12:00:00 AM,RH,RH,2,,04/17/2019 12:00:00 AM,"2,019",0,"Losa dividida (A) 50%, Escala (A) 30%, Descacaramientos de esquina (M) 20%. Zona residencial.",0.000000009734617177,0.000587396167421
"MULTIPOLYGON (((-74.16470754400001 4.636661539999977, -74.16469193900002 4.636636456000019, -74.164705804 4.6366358139999875, -74.16471712399999 4.636627690000012, -74.16488629399998 4.636506269999984, -74.16488937700001 4.636500920999993, -74.16490978399997 4.636484956999993, -74.16493575300001 4.63652046499999, -74.16474107900001 4.636663817999988, -74.16473371400002 4.636669240999993, -74.16473048 4.636679012999991, -74.164727975 4.636694384999998, -74.16470754400001 4.636661539999977)))",25,"8,003,144","154,763",Calzada,29.85,4.73000002,141.32,1,,KENNEDY,PATIO BONITO,PATIO BONITO II,CM,KR 87B,CL 38 S,CL 38A S,10,PETICIONARIO,Misionalidad,INFRAESTRUCTURA Y GESTIÓN DEL TRANSITO,08/30/2017 12:00:00 AM,CL,CL,2,,07/29/2019 12:00:00 AM,"2,019",0,"Presenta daños tipo losas divididas (media), transito tipico de zona comercial, se encuentra dentro del poligono de intervencion del cuarto trimestre del 2017.",0.0000000115085734055,0.000657118688829
"MULTIPOLYGON (((-74.05427797099998 4.726396808000061, -74.05396038799995 4.726302161000035, -74.05360113699999 4.72619680300005, -74.05359119599996 4.726193887000022, -74.05358718736315 4.7261934789498135, -74.05358316583097 4.726193729854143, -74.05357923899999 4.726194633000034, -74.05357527346092 4.72619628765053, -74.05357165499998 4.726198605000036, -74.05358485199997 4.726152587000058, -74.05359403799997 4.726120554000033, -74.05359572765913 4.726123728155385, -74.05359785300435 4.7261266286929065, -74.05360037052857 4.726129196236874, -74.05360322869657 4.72613137822814, -74.05360636899997 4.726133130000051, -74.05361316699998 4.726135191000026, -74.05429046799998 4.726340551000021, -74.05429441077737 4.726341641753597, -74.05429847799996 4.726342081000041, -74.0543023725502 4.726341883055205, -74.05430619013858 4.726341087616571, -74.05430983965485 4.726339713668012, -74.05431323399995 4.726337794000074, -74.05430399199997 4.726370850000023, -74.05429229599997 4.7264126920000535, -74.05429055002134 4.726408660756074, -74.05428817463283 4.726404965231904, -74.0542852324661 4.726401702867062, -74.05428180109696 4.726398959680001, -74.05427797099998 4.726396808000061)))",231,"11,008,004","168,915",Calzada,83.39,6.63000011,553.09,2,,SUBA,EL PRADO,PRADO PINZON,CM,CL 143,KR 49,KR 50,10,MISIONAL,Misionalidad,INFRAESTRUCTURA Y GESTIÓN DEL TRANSITO,01/09/2019 12:00:00 AM,PASF,PABA,2,,09/30/2019 12:00:00 AM,"2,019",270,"El segmento vial de pavimento flexible requiere actividades de parcheo +sello de fisuras, zona residencial, comercial y escolar, parque aledaño, se observa gran cantidad de vehículos estacionados sobre el segmento vial, proyecto parqueo en vías de la",0.000000045051181257,0.00167435428436
"MULTIPOLYGON (((-74.07230984099999 4.652059624999993, -74.07236733799999 4.65174571099999, -74.072368068 4.6517414169999824, -74.07237111400002 4.651727053999991, -74.07237769599999 4.651679462000004, -74.07236995300002 4.651545974999976, -74.07244380700001 4.651139016000002, -74.07244052300001 4.651116616000024, -74.07243656700001 4.651105541999982, -74.07243168399998 4.651103859999978, -74.07244639700002 4.65101821799999, -74.072457084 4.651020216999996, -74.072473629 4.6510233139999855, -74.07255707299998 4.651038943999993, -74.07254317799999 4.651136387000009, -74.07253841199997 4.651161098999978, -74.07247614099998 4.651483939000002, -74.07238178 4.65200202699998, -74.072371928 4.652070284999979, -74.07230984099999 4.652059624999993)))",232,"12,002,772","178,707",Calzada,116.01,9.09000015,"1,054.77",2,,BARRIOS UNIDOS,LOS ALCAZARES,QUINTA MUTIS,AR,AK 24,AC 63,CL 63A,4,OTRO,IMV-PR-003,SITUACIONES IMPREVISTAS Y APOYO INTERINSTITUCIONAL,05/14/2019 12:00:00 AM,PA,PABA,2,,05/15/2019 12:00:00 AM,"2,019",0,,0.000000085897426801,0.00228355538657
"MULTIPOLYGON (((-74.09607319699995 4.706573009000067, -74.09607654626573 4.7065726510644215, -74.09607981299996 4.70657183000003, -74.09608325820707 4.706570400349373, -74.0960864417533 4.706568456542191, -74.0960892874846 4.706566045076577, -74.0960917273278 4.706563223637552, -74.09609370291906 4.70656005971717, -74.09609516699999 4.706556629000034, -74.09611123899998 4.706104293000067, -74.09610851545787 4.706096168749649, -74.09610447729492 4.706088611344911, -74.09609923723595 4.706081831749904, -74.09609294155659 4.7060760192162165, -74.09608576599999 4.706071336000036, -74.09619595299995 4.706073987000025, -74.09619011142532 4.706075012328296, -74.09618447282035 4.706076851193916, -74.09617914988249 4.706079466843939, -74.09617424899994 4.70608280700003, -74.0961695493737 4.706087143930765, -74.09616556349056 4.706092144749771, -74.09616238395971 4.7060976932665675, -74.09616008465527 4.7061036605653035, -74.09615871899996 4.70610990800003, -74.09614115699998 4.706537443000059, -74.09614143999994 4.706541963000063, -74.09614214199996 4.706546483000068, -74.09614368144204 4.7065509799508884, -74.09614569399997 4.706555286000025, -74.09614580099998 4.706555522000031, -74.09614644299995 4.70655664100002, -74.09614784399997 4.706559124000023, -74.09614991899997 4.706561762000035, -74.09615072799994 4.7065627970000605, -74.09615087699996 4.706562935000022, -74.09615388701317 4.706566166955605, -74.09615720399995 4.7065690830000335, -74.09616108199998 4.7065718370000695, -74.09616470233749 4.7065738950947695, -74.09616849999998 4.706575604000022, -74.09611894199998 4.706574254000032, -74.09607319699995 4.706573009000067)))",233,"10,004,002","161,930",Calzada,55.54,5.38999987,299.45,2,,ENGATIVA,MINUTO DE DIOS,PARIS GAITAN,LO,TV 82BIS,DG 84A,DG 85,10,PETICIONARIO,Misionalidad,INFRAESTRUCTURA Y GESTIÓN DEL TRANSITO,07/09/2018 12:00:00 AM,BASICC,CC,2,,06/26/2019 12:00:00 AM,"2,019",0,Zona residencial. Tráfico medio.,0.0000000244002916585,0.00126353350969
"MULTIPOLYGON (((-74.09132230599994 4.679145703000074, -74.09105598899998 4.678956028000073, -74.09105079199998 4.678952217000074, -74.09103155399998 4.678938047000031, -74.09090431499999 4.678848437000056, -74.09089814099997 4.67884560300007, -74.09088846099996 4.678838486000075, -74.09084739299993 4.6788082910000535, -74.09084239599997 4.678804617000026, -74.09087418199994 4.678761386000076, -74.09087626899998 4.678762881000068, -74.09118276799995 4.6789784410000275, -74.09124168799997 4.679021629000033, -74.09134774599994 4.679095680000046, -74.09135099944173 4.67909832952523, -74.09135464207779 4.679100411848393, -74.09135857599995 4.679101871000057, -74.09136221296322 4.679102610259163, -74.09136591860755 4.679102815699363, -74.09136961499996 4.679102483000065, -74.09137393180302 4.679101383040213, -74.09137799247877 4.679099551207049, -74.09138167399993 4.67909704300007, -74.09139501499999 4.679085732000033, -74.09135931199995 4.679136155000037, -74.09132862599995 4.679179493000049, -74.09133002176993 4.679173624871244, -74.09133040812432 4.6791676054161355, -74.09132977399997 4.679161607000026, -74.0913281803751 4.6791559150001, -74.09132566801233 4.679150564622854, -74.09132230599994 4.679145703000074)))",234,"10,008,675","158,098",Calzada,67.96,6.11999989,415.99,2,,ENGATIVA,LAS FERIAS,LA ESTRADA,CM,CL 69BIS,KR 69A,KR 69C,9,PETICIONARIO,Misionalidad,INFRAESTRUCTURA Y GESTIÓN DEL TRANSITO,10/18/2018 12:00:00 AM,BAPASF,PABA,2,,06/19/2019 12:00:00 AM,"2,019",0,Zona residencial y escolar (Colegio aledaño). Tránsito medio.,0.000000033883863589,0.00142753734031
"MULTIPOLYGON (((-74.03731714699995 4.698519273000045, -74.03732479299998 4.698487241000066, -74.03744957699996 4.698515207000071, -74.037419991 4.698543705000021, -74.03731714699995 4.698519273000045)))",22,"1,004,903","91,100,798",Bahia,12.92,3.74,48.28,,,USAQUEN,SANTA BARBARA,SANTA BARBARA CENTRAL,CM,CL 119,KR 11BBIS,KR 11D,7,OTRO,IMV-PR-003,INFRAESTRUCTURA Y GESTIÓN DEL TRANSITO,06/11/2019 12:00:00 AM,PA,PABA,2,,06/07/2019 12:00:00 AM,"2,019",0,,0.000000003932301294,0.000307596359263
"MULTIPOLYGON (((-74.04231881200002 4.688102910999987, -74.04238039500001 4.688070793999998, -74.04247035399999 4.688017645999992, -74.04247292999999 4.688016128000015, -74.042594857 4.687945755999976, -74.04262272599999 4.6879296789999785, -74.04266081200001 4.6879076999999825, -74.04282138399998 4.687815043000001, -74.043249441 4.687570116000018, -74.04324995600001 4.6875698200000215, -74.04324999699998 4.687569778000011, -74.04331894199998 4.687527870999986, -74.04336553399997 4.687607139000023, -74.04335763199998 4.687611652999976, -74.04301580999999 4.6878099730000145, -74.042700884 4.687988817000019, -74.042363696 4.688181840000027, -74.04231881200002 4.688102910999987)))",23,"1,006,849","91,019,187",Calzada,128,10.03999996,"1,285.32",2,,USAQUEN,USAQUEN,RINCON DEL CHICO,AR,AK 9,CL 104,CL 106,3,PETICIONARIO,IMV-PR-003,SITUACIONES IMPREVISTAS Y APOYO INTERINSTITUCIONAL,07/17/2019 12:00:00 AM,PA,PABA,2,,07/17/2019 12:00:00 AM,"2,019",0,,0.000000104677627589,0.00249147947236
"MULTIPOLYGON (((-74.05038842599998 4.658251135000057, -74.05036602403106 4.6582197194207255, -74.05033928599994 4.658191901000066, -74.05032663199997 4.658181227000057, -74.05032483399998 4.658179479000069, -74.050307628 4.658167568000067, -74.0502119758415 4.658098130565707, -74.05011356399996 4.658032663000029, -74.05009719543864 4.658023766501523, -74.05007954499996 4.658017805000043, -74.05006336691054 4.658015132091211, -74.05004697070041 4.658014933817685, -74.05003073270618 4.658017214730365, -74.050015025633 4.658021922476242, -74.05000020999995 4.658028949000027, -74.04999088299996 4.658034920000034, -74.05002783908118 4.658005745487898, -74.05006275699998 4.6579741600000375, -74.05009839294966 4.657937065864476, -74.05013122199995 4.657897466000065, -74.0501285094828 4.6579149186357345, -74.05012862159596 4.657932580449676, -74.05013155545628 4.657949997243433, -74.05013723561538 4.657966721119584, -74.05014551599999 4.657982322000066, -74.05015653638837 4.657996779235465, -74.05016979299995 4.658009218000076, -74.05042741199998 4.658176808000064, -74.05044255252997 4.658178857885586, -74.05045782699996 4.658179216000065, -74.05048012629166 4.6581766657981065, -74.05050171527002 4.658170527561051, -74.05052202059073 4.658160964303703, -74.05054050299998 4.658148230000052, -74.05049815373508 4.658188387414108, -74.05045947799994 4.658232094000027, -74.05044145270679 4.658257918130774, -74.05042710941613 4.658285955016034, -74.05041671499998 4.658315683000069, -74.05041402099994 4.6583068820000335, -74.05041149499993 4.658299493000072, -74.05040118704164 4.65827472888302, -74.05038842599998 4.658251135000057)))",24,"2,001,036","143,059",Calzada,52.47,7.90999985,410.62,2,,CHAPINERO,EL REFUGIO,LOS ROSALES,LO,CL 77,DG 76BIS,KR 4,10,OTRO,IMV-PR-003,INFRAESTRUCTURA Y GESTIÓN DEL TRANSITO,08/01/2019 12:00:00 AM,PA,PABA,2,,07/31/2019 12:00:00 AM,"2,019",0,,0.0000000338162318835,0.00151512138846
