Segmentos PK_Calzada No.,Zonas,CIV,PK_ID,Estrategia,Programa,LOC. No.,Nombre Localidad,UPZ,Barrio,Eje Vial,Tramo Inicial,Tramo Final,Longitud Segmento (ML),"Ancho 
Segmento (ML)","Área
Segmento (m2)",Memorando Priorizaciòn,Km Carril Impacto   Km C,Km Lineal,Km Obra,Tipo Malla Vial,Tipo de Actividad,Tipo de Intervención,Fecha Inicio,Fecha Final,Estado Ejecucion,Mes Reporte,Fusion CIV,Fusion PK_ID,Grupo Contraloria,Ingeniero de Apoyo,Director de Obra / Residente
59,Zona 04,"5,005,023","301,032",Infraestructura y Gestión de Tránsito,Misionalidad,5,Usme,COMUNEROS,COMUNEROS,CL 93A S,KR 4A,KR 4ABIS,"3,447",534,"1,840,698","2,01812E+13",6,0,0,MVL,Parcheo,Mantenimiento,Mon Jan 14 00:00:00 COT 2019,Mon Jan 14 00:00:00 COT 2019,Terminado,Enero,0,0,Parcheo,Ximena Vargas,Ing. Angel Ricardo Ibagon
60,Zona 01,"11,012,243","34,010,098",Mantenimiento Ciclorutas,Acuerdo 257/D- Cicloruta Anden,11,Suba,LA FLORESTA,POTOSI,CL 116,KR 71D BIS,KR 71F,"3,609",23,"83,007","2,01912E+13",3,4,0,MVL,Parcheo,Mantenimiento,Mon Jan 14 00:00:00 COT 2019,Mon Jan 14 00:00:00 COT 2019,Terminado,Enero,0,0,Parcheo,Jesica  Ardila,Ing. Orlando Rivera/Ing.Julian Guio
61,Zona 05,"8,000,980","521,504",Mantenimiento Ciclorutas,Acuerdo 257/D- Cicloruta Anden,8,Kennedy,BAVARIA,VILLA ALSACIA,AK 72,CL 15,CL 16,"9,721",257,"2,498,297","2,01812E+13",7,1,0,MVA,Parcheo,Mantenimiento,Thu Jan 10 00:00:00 COT 2019,Mon Jan 14 00:00:00 COT 2019,Terminado,Enero,0,0,Parcheo,Jesica  Ardila,Ing. Orlando Rivera/Ing.Julian Guio
62,Zona 01,"11,002,245","176,376",Barrios sin Infraestructura de Servicios Públicos,Misionalidad,11,Suba,SUBA,EL PINO,CL 150 B,KR 103 C BIS,AK 104,"9,997",369,"3,688,893","2,01701E+13",12,0,0,MVL,Rehabilitacion Flexible,Rehabilitación,Sat Jan 05 00:00:00 COT 2019,Mon Jan 14 00:00:00 COT 2019,Terminado,Enero,0,0,Rehabilitación,Jeferson Carpio,Ing. Rafael Perez/Ing. Javier Robles
63,Zona 02,"12,001,685","91,025,275",Infraestructura y Gestión de Tránsito,Misionalidad,12,Barrios Unidos,LOS ALCAZARES,LA AURORA,CL 75A,KR 27B,KR 28,"5,596",735,"411,306","2,01812E+13",14,0,0,MVL,Cambio de Carpeta,Mantenimiento,Wed Jan 09 00:00:00 COT 2019,Mon Jan 14 00:00:00 COT 2019,Terminado,Enero,0,0,Cambio de Carpeta,Sebastian Herrera,Ing. Luis Marin/Ing.Andrea Torres
64,Zona 01,"1,006,846","91,019,456",Situaciones Imprevistas y Apoyo Interinstitucional,Acuerdo 257/D,1,Usaquen,LOS CEDROS,LISBOA,AC 134,KR 10A,KR 11,"13,775",781,"10,758,275","2,01812E+13",31,0,716,MVA,Parcheo,Mantenimiento,Mon Jan 14 00:00:00 COT 2019,Tue Jan 15 00:00:00 COT 2019,Terminado,Enero,0,0,Parcheo,Cesar Pinto,Ing. Wilmer Suarez
65,Zona 03,"50,001,431","91,013,583",Infraestructura y Gestión de Tránsito,Misionalidad,16,Puente Aranda,CIUDAD MONTES,JORGE GAITAN CORTES,CL 2D,KR38A,KR 38B,431,597,"257,307","2,01812E+13",9,0,0,MVL,Cambio de Carpeta,Mantenimiento,Fri Jan 04 00:00:00 COT 2019,Tue Jan 15 00:00:00 COT 2019,Terminado,Enero,0,0,Cambio de Carpeta,Karen Zarate,Ing.Gustavo Velandia/Ing. Leonardo Camacho
66,Zona 03,"16,002,257","186,850",Infraestructura y Gestión de Tránsito,Misionalidad,16,Puente Aranda,CIUDAD MONTES,JORGE GAITAN CORTES,KR 38A,CL 2D,AC 3,"8,482",622,"5,275,804","2,01812E+13",18,0,0,MVL,Cambio de Carpeta,Mantenimiento,Wed Jan 02 00:00:00 COT 2019,Tue Jan 15 00:00:00 COT 2019,Terminado,Enero,0,0,Cambio de Carpeta,Karen Zarate,Ing.Gustavo Velandia/Ing. Leonardo Camacho
67,Zona 04,"5,005,972","303,143",Infraestructura y Gestión de Tránsito,Misionalidad,5,Usme,COMUNEROS,USMINIA,CL 102 S,KR 5,CL 101B S,"4,216",576,"2,428,416","2,01812E+13",8,0,0,MVL,Parcheo,Mantenimiento,Tue Jan 15 00:00:00 COT 2019,Tue Jan 15 00:00:00 COT 2019,Terminado,Enero,0,0,Parcheo,Ximena Vargas,Ing. Wilmer Suarez
68,Zona 04,"5,004,938","300,877",Infraestructura y Gestión de Tránsito,Misionalidad,5,Usme,COMUNEROS,COMUNEROS,KR 4ABIS,CL 93BIS S,CL 93A S,"1,453",403,"585,559","2,01812E+13",2,0,0,MVL,Parcheo,Mantenimiento,Tue Jan 15 00:00:00 COT 2019,Tue Jan 15 00:00:00 COT 2019,Terminado,Enero,0,0,Parcheo,Ximena Vargas,Ing. Wilmer Suarez
69,Zona 01,"1,004,136","509,996",Situaciones Imprevistas y Apoyo Interinstitucional,IMV-PR-003,1,Usaquen,LOS CEDROS,LISBOA,AC 134,KR 11B,KR 12A,"21,594",843,"18,203,742",Grupo Sigma,52,0,"7,636",MVA,Parcheo,Mantenimiento,Mon Jan 14 00:00:00 COT 2019,Wed Jan 16 00:00:00 COT 2019,Terminado,Enero,0,0,Parcheo,Cesar Pinto,Ing. Wilmer Suarez
70,Zona 05,"8,006,103","145,905",Infraestructura y Gestión de Tránsito,Misionalidad,8,Kennedy,AMERICAS,CIUDAD KENNEDY,KR 73C,CL 5 SUR,CL 5 A SUR,262,704,"184,448","2,01812E+13",6,0,0,MVL,Cambio de Carpeta,Mantenimiento,Wed Jan 02 00:00:00 COT 2019,Wed Jan 16 00:00:00 COT 2019,Terminado,Enero,0,0,Cambio de Carpeta,Karen Zarate,Ing. Gustavo Velandia/Ing.Elena Alvarado
71,Zona 05,"8,006,160","145,906",Infraestructura y Gestión de Tránsito,Misionalidad,8,Kennedy,AMERICAS,CIUDAD KENNEDY,KR 73C,CL 5A S,CL 6 S,"3,434",68,"233,512","2,01812E+13",8,0,0,MVL,Cambio de Carpeta,Mantenimiento,Wed Jan 02 00:00:00 COT 2019,Wed Jan 16 00:00:00 COT 2019,Terminado,Enero,0,0,Cambio de Carpeta,Karen Zarate,Ing. Gustavo Velandia/Ing.Elena Alvarado
72,Zona 05,"8,006,262","145,907",Infraestructura y Gestión de Tránsito,Misionalidad,8,Kennedy,AMERICAS,CIUDAD KENNEDY,KR 73C,CL 6 S,CL 26 S,"4,498",751,"3,377,998","2,01812E+13",11,0,0,MVL,Cambio de Carpeta,Mantenimiento,Wed Jan 02 00:00:00 COT 2019,Wed Jan 16 00:00:00 COT 2019,Terminado,Enero,0,0,Cambio de Carpeta,Karen Zarate,Ing. Gustavo Velandia/Ing.Elena Alvarado
73,Zona 04,"5,005,095","301,187",Infraestructura y Gestión de Tránsito,Misionalidad,5,Usme,COMUNEROS,COMUNEROS,CL 93A S,KR 4BIS,KR 4A,"3,097",639,"1,978,983","2,01812E+13",7,0,0,MVL,Parcheo/Sello Fisuras,Mantenimiento,Mon Jan 14 00:00:00 COT 2019,Wed Jan 16 00:00:00 COT 2019,Terminado,Enero,0,0,Parcheo,Ximena Vargas,Ing. Angel Ricardo Ibagon
74,Zona 04,"5,005,161","301,319",Infraestructura y Gestión de Tránsito,Misionalidad,5,Usme,COMUNEROS,COMUNEROS,CL 93A S,KR 4,KR 4BIS,28,598,"16,744","2,01812E+13",6,0,0,MVL,Parcheo/Sello Fisuras,Mantenimiento,Mon Jan 14 00:00:00 COT 2019,Wed Jan 16 00:00:00 COT 2019,Terminado,Enero,0,0,Parcheo,Ximena Vargas,Ing. Angel Ricardo Ibagon
75,Zona 05,"50,002,701","91,013,399",Infraestructura y Gestión de Tránsito,Misionalidad,7,Bosa,BOSA CENTRAL,SAN PABLO BOSA,CL 70BIS S,TV 80H,KR 80I,464,623,"289,072","2,01812E+13",1,0,0,MVL,Parcheo,Mantenimiento,Tue Jan 15 00:00:00 COT 2019,Wed Jan 16 00:00:00 COT 2019,Terminado,Enero,0,0,Parcheo,Ximena Vargas,Ing. Wilmer Suarez
76,Zona 01,"50,007,404","24,123,247",Situaciones Imprevistas y Apoyo Interinstitucional,Acuerdo 257/D,1,Usaquen,LOS CEDROS,LISBOA,AC 134,KR 12A,KR 13,"23,608",841,"19,854,328","2,01812E+13",57,0,"17,942,857",MVA,Parcheo,Mantenimiento,Wed Jan 16 00:00:00 COT 2019,Wed Jan 16 00:00:00 COT 2019,Terminado,Enero,0,0,Parcheo,Ximena Vargas,Ing. Wilmer Suarez
77,Zona 05,"7,002,857","357,522",Infraestructura y Gestión de Tránsito,Misionalidad,7,Bosa,BOSA OCCIDENTAL,BOSA NOVA EL PORVENIR,CL 61 S,KR 87BIS,KR 87B,"6,397",319,"2,040,643","2,01812E+13",7,0,0,MVL,Parcheo,Mantenimiento,Wed Jan 16 00:00:00 COT 2019,Wed Jan 16 00:00:00 COT 2019,Terminado,Enero,0,0,Parcheo,Ximena Vargas,Ing. Wilmer Suarez
78,Zona 01,"50,007,491","24,123,386",Situaciones Imprevistas y Apoyo Interinstitucional,IMV-PR-003,1,Usaquen,COUNTRY CLUB,LA CAROLINA,AC 134,KR 9A,KR 10,"14,511",764,"11,086,404","2,01812E+13",32,0,"85,177,143",MVA,Parcheo,Mantenimiento,Tue Jan 08 00:00:00 COT 2019,Wed Jan 16 00:00:00 COT 2019,Terminado,Enero,0,0,Parcheo,Cesar Pinto,Ing. Wilmer Suarez
79,Zona 01,"50,007,491","24,123,385",Situaciones Imprevistas y Apoyo Interinstitucional,Acuerdo 257/D,1,Usaquen,COUNTRY CLUB,LA CAROLINA,AC 134,KR 9A,KR 10,"1,258",777,"977,466","2,01812E+13",28,0,"100,105,714",MVA,Parcheo,Mantenimiento,Wed Jan 09 00:00:00 COT 2019,Wed Jan 16 00:00:00 COT 2019,Terminado,Enero,0,0,Parcheo,Ximena Vargas,Ing. Angel Ricardo Ibagon
80,Zona 03,"9,002,318","385,993",Situaciones Imprevistas y Apoyo Interinstitucional,IMV-PR-003,9,Fontibon,ZONA FRANCA,ZONA FRANCA,DG 16,KR 106,KR 111A,"2,968",946,"2,807,728","2,01812E+13",8,0,"18,594,286",MVA,Parcheo,Mantenimiento,Thu Jan 03 00:00:00 COT 2019,Wed Jan 16 00:00:00 COT 2019,Terminado,Enero,0,0,Parcheo,Ximena Vargas,Ing. Angel Ricardo Ibagon
81,Zona 01,"1,006,420","510,943",Situaciones Imprevistas y Apoyo Interinstitucional,IMV-PR-003,11,Suba,GUAYMARAL,CASABLANCA SUBA URBANO,AK 45,CL 224,AC 235,"87,337","1,123","98,079,451","2,01701E+13",28,0,"2,326",MVA,Parcheo,Mantenimiento,Wed Jan 02 00:00:00 COT 2019,Wed Jan 16 00:00:00 COT 2019,Terminado,Enero,0,0,Parcheo,Ximena Vargas,Ing. Angel Ricardo Ibagon
82,Zona 03,"9,003,520","388,853",Situaciones Imprevistas y Apoyo Interinstitucional,IMV-PR-003,9,Fontibon,GRANJAS DE TECHO,EL TINTAL CENTRAL,AC 17,DG 17A,CL 17,"10,038","1,154","11,583,852",Grupo Sigma,33,0,126,MVA,Parcheo,Mantenimiento,Thu Jan 03 00:00:00 COT 2019,Wed Jan 16 00:00:00 COT 2019,Terminado,Enero,0,0,Parcheo,Ximena Vargas,Ing. Angel Ricardo Ibagon
83,Zona 03,"9,003,418","34,012,302",Mantenimiento Ciclorutas,Acuerdo 257/D- Cicloruta Anden,9,Fontibon,MODELIA,MODELIA,AK 72,CL 25A,CL 25B,"3,285",285,"936,225","2,01812E+13",3,3,0,MVA,Parcheo,Mantenimiento,Thu Jan 17 00:00:00 COT 2019,Thu Jan 17 00:00:00 COT 2019,Terminado,Enero,0,0,Parcheo,Jesica  Ardila,Ing. Orlando Rivera/Ing.Julian Guio
84,Zona 03,"9,003,463","34,012,303",Mantenimiento Ciclorutas,Acuerdo 257/D- Cicloruta Anden,9,Fontibon,MODELIA,MODELIA,AK 72,CL 24C,CL 25A,"13,718",285,"390,963","2,01812E+13",11,14,0,MVA,Parcheo,Mantenimiento,Mon Jan 14 00:00:00 COT 2019,Thu Jan 17 00:00:00 COT 2019,Terminado,Enero,0,0,Parcheo,Jesica  Ardila,Ing. Orlando Rivera/Ing.Julian Guio
85,Zona 01,"1,004,061","24,119,699",Situaciones Imprevistas y Apoyo Interinstitucional,Acuerdo 257/D,1,Usaquen,COUNTRY CLUB,LISBOA,AC 134,KR 15,KR 15,"2,159",826,"1,783,334","2,01812E+13",5,0,"40,014,286",MVA,Parcheo,Mantenimiento,Wed Jan 16 00:00:00 COT 2019,Thu Jan 17 00:00:00 COT 2019,Terminado,Enero,0,0,Parcheo,Cesar Pinto,Ing. Wilmer Suarez
86,Zona 02,"12,001,001","177,794",Infraestructura y Gestión de Tránsito,Misionalidad,12,Barrios Unidos,DOCE DE OCTUBRE,JOSE JOAQUIN VARGAS,KR 66,CL 67F,CL 67D BIS,"4,874",711,"3,465,414","2,01812E+13",12,0,0,MVL,Cambio de Carpeta,Mantenimiento,Thu Jan 10 00:00:00 COT 2019,Fri Jan 18 00:00:00 COT 2019,Terminado,Enero,0,0,Cambio de Carpeta,Sebastian Herrera,Ing. Luis Marin/Ing.Andrea Torres
87,Zona 02,"12,001,040","177,793",Infraestructura y Gestión de Tránsito,Misionalidad,12,Barrios Unidos,DOCE DE OCTUBRE,JOSE JOAQUIN VARGAS,KR 66,CL 66C,CL 67D,"5,348",714,"3,818,472","2,01812E+13",13,0,0,MVL,Cambio de Carpeta,Mantenimiento,Thu Jan 10 00:00:00 COT 2019,Fri Jan 18 00:00:00 COT 2019,Terminado,Enero,0,0,Cambio de Carpeta,Sebastian Herrera,Ing. Luis Marin/Ing.Andrea Torres
88,Zona 04,"19,007,999","455,972",Infraestructura y Gestión de Tránsito,Misionalidad,19,Ciudad Bolivar,LUCERO,MEXICO,KR 16C,CL 64A SUR,CL 65 SUR,"8,028",628,"5,041,584","2,01701E+13",17,0,0,MVL,Cambio de Losas,Mantenimiento,Wed Jan 02 00:00:00 COT 2019,Fri Jan 18 00:00:00 COT 2019,Terminado,Enero,0,0,Cambio de Losas,Felipe Rodriguez,Ing. Manuel Avila/Ing. Ramiro Robles
89,Zona 05,"7,001,471","353,932",Infraestructura y Gestión de Tránsito,Misionalidad,7,Bosa,BOSA OCCIDENTAL,BETANIA,KR 86D,DG 49 A SUR,CL 51 S,"1,422",692,"984,024","2,01812E+13",33,0,0,MVL,Cambio de Carpeta,Mantenimiento,Wed Jan 02 00:00:00 COT 2019,Sat Jan 19 00:00:00 COT 2019,Terminado,Enero,0,0,Cambio de Carpeta,Karen Zarate,Ing. Gustavo Velandia/Ing.Elena Alvarado
90,Zona 02,"12,000,956","177,795",Infraestructura y Gestión de Tránsito,Misionalidad,12,Barrios Unidos,DOCE DE OCTUBRE,JOSE JOAQUIN VARGAS,KR 66,CL 67D BIS,CL 67F,"6,307",71,"447,797","2,01812E+13",15,0,0,CML,Cambio de Carpeta,Mantenimiento,Sat Jan 12 00:00:00 COT 2019,Sat Jan 19 00:00:00 COT 2019,Terminado,Enero,0,0,Cambio de Carpeta,Sebastian Herrera,Ing. Luis Marin/Ing.Andrea Torres
91,Zona 01,"1,004,039","509,986",Situaciones Imprevistas y Apoyo Interinstitucional,Acuerdo 257/D,1,Usaquen,LOS CEDROS,EL CONTADOR,AC 134,KR 16,KR 17,"12,473",821,"10,240,333","2,01812E+13",29,0,"4,586",MVA,Parcheo,Mantenimiento,Thu Jan 17 00:00:00 COT 2019,Mon Jan 21 00:00:00 COT 2019,Terminado,Enero,0,0,Parcheo,Cesar Pinto,Ing. Wilmer Suarez
92,Zona 01,"1,004,061","509,991",Situaciones Imprevistas y Apoyo Interinstitucional,IMV-PR-003,1,Usaquen,LOS CEDROS,EL CONTADOR,AC 134,KR 15,KR 16,"8,783",751,"6,596,033",Grupo Sigma,19,0,"78,908,571",MVA,Parcheo,Mantenimiento,Tue Jan 15 00:00:00 COT 2019,Mon Jan 21 00:00:00 COT 2019,Terminado,Enero,0,0,Parcheo,Cesar Pinto,Ing. Wilmer Suarez
93,Zona 04,"19,006,565","453,033",Infraestructura y Gestión de Tránsito,Misionalidad,19,Ciudad Bolivar,SAN FRANCISCO,LAS ACACIAS,KR 19F,CL 62S,CL 63S,"11,535",678,"782,073","2,01601E+13",26,0,0,MVL,Cambio de Losas,Mantenimiento,Wed Jan 02 00:00:00 COT 2019,Mon Jan 21 00:00:00 COT 2019,Terminado,Enero,0,0,Cambio de Losas,Felipe Rodriguez,Ing. Manuel Avila/Ing.Samuel Sanchez
94,Zona 04,"19,005,814","451,637",Infraestructura y Gestión de Tránsito,Misionalidad,19,Ciudad Bolivar,SAN FRANCISCO,LAS ACACIAS,KR 21 A,CL 62S,DG 62S,"4,116",695,"286,062","2,01701E+13",1,0,0,MVL,Cambio de Losas,Mantenimiento,Wed Jan 02 00:00:00 COT 2019,Mon Jan 21 00:00:00 COT 2019,Terminado,Enero,0,0,Cambio de Losas,Felipe Rodriguez,Ing. Manuel Avila/Ing.Samuel Sanchez
95,Zona 01,"1,004,151","509,949",Situaciones Imprevistas y Apoyo Interinstitucional,IMV-PR-003,1,Usaquen,COUNTRY CLUB,COUNTRY CLUB,AC 134,KR 11,KR 11B,"13,823","1,093","15,108,539",Grupo Sigma,43,0,"114,922,857",MVA,Parcheo,Mantenimiento,Wed Jan 16 00:00:00 COT 2019,Tue Jan 22 00:00:00 COT 2019,Terminado,Enero,0,0,Parcheo,Cesar Pinto,Ing. Wilmer Suarez
96,Zona 03,"16,002,413","186,846",Infraestructura y Gestión de Tránsito,Misionalidad,16,Puente Aranda,CIUDAD MONTES,JORGE GAITAN CORTES,KR 38A,CL 2,CL 2A,"5,447",784,"4,270,448","2,01812E+13",14,0,0,CML,Cambio de Carpeta,Mantenimiento,Wed Jan 02 00:00:00 COT 2019,Tue Jan 22 00:00:00 COT 2019,Terminado,Enero,0,0,Cambio de Carpeta,Karen Zarate,Ing.Gustavo Velandia/Ing. Leonardo Camacho
97,Zona 03,"16,002,370","186,847",Infraestructura y Gestión de Tránsito,Misionalidad,16,Puente Aranda,CIUDAD MONTES,JORGE GAITAN CORTES,KR 38A,CL 2A,CL 2B,388,831,"322,428","2,01812E+13",11,0,0,CML,Cambio de Carpeta,Mantenimiento,Thu Jan 10 00:00:00 COT 2019,Tue Jan 22 00:00:00 COT 2019,Terminado,Enero,0,0,Cambio de Carpeta,Karen Zarate,Ing.Gustavo Velandia/Ing. Leonardo Camacho
98,Zona 01,"1,004,875","139,225",Infraestructura y Gestión de Tránsito,Misionalidad,1,Usaquen,SANTA BARBARA,SANTA BARBARA OCCIDENTAL,CL 118,KR 18,KR 18B,"11,252",74,"832,648","2,01812E+13",28,0,0,CML,Cambio de Carpeta Parcial,Mantenimiento,Mon Jan 14 00:00:00 COT 2019,Wed Jan 23 00:00:00 COT 2019,Terminado,Enero,0,0,Cambio de Carpeta,Jeferson Carpio,Ing. Rafael Perez/Ing. Javier Robles
99,Zona 01,"1,004,847","139,226",Barrios sin Infraestructura de Servicios Públicos,Misionalidad,1,Usaquen,SANTA BARBARA,SANTA BARBARA OCCIDENTAL,CL 118,KR 18B,KR 18C,"6,666",707,"4,712,862","2,01812E+13",16,0,0,CML,Rehabilitacion Flexible,Rehabilitación,Wed Jan 02 00:00:00 COT 2019,Wed Jan 23 00:00:00 COT 2019,Terminado,Enero,0,0,Rehabilitación,Jeferson Carpio,Ing. Rafael Perez/Ing. Javier Robles
100,Zona 01,"1,004,083","509,979",Situaciones Imprevistas y Apoyo Interinstitucional,Acuerdo 257/D,1,Usaquen,COUNTRY CLUB,COUNTRY CLUB,AC 134,KR 13,AK 15,"14,975",776,"116,206","2,01812E+13",33,0,"68,348,571",MVA,Parcheo,Mantenimiento,Fri Jan 18 00:00:00 COT 2019,Wed Jan 23 00:00:00 COT 2019,Terminado,Enero,0,0,Parcheo,Cesar Pinto,Ing. Wilmer Suarez
101,Zona 01,"1,004,136","509,994",Situaciones Imprevistas y Apoyo Interinstitucional,IMV-PR-003,1,Usaquen,COUNTRY CLUB,COUNTRY CLUB,AC 134,KR 11B,KR 12A,"21,683",928,"20,121,824",Grupo Sigma,57,0,"35,422,857",MVA,Parcheo,Mantenimiento,Tue Jan 22 00:00:00 COT 2019,Wed Jan 23 00:00:00 COT 2019,Terminado,Enero,0,0,Parcheo,Cesar Pinto,Ing. Wilmer Suarez
102,Zona 01,"1,006,846","91,019,457",Situaciones Imprevistas y Apoyo Interinstitucional,IMV-PR-003,1,Usaquen,COUNTRY CLUB,COUNTRY CLUB,AC 134,KR 10A,KR 11,"13,817",834,"11,523,378","2,01812E+13",33,0,"17,737,143",MVA,Parcheo,Mantenimiento,Wed Jan 23 00:00:00 COT 2019,Wed Jan 23 00:00:00 COT 2019,Terminado,Enero,0,0,Parcheo,Cesar Pinto,Ing. Wilmer Suarez
103,Zona 02,"2,001,409","141,882",Situaciones Imprevistas y Apoyo Interinstitucional,IMV-PR-003,2,Chapinero,CHAPINERO,CHAPINERO NORTE,AC 63,KR 8,KR 9,"6,457","1,012","6,534,484",Grupo Sigma,19,0,"75,142,857",MVA,Parcheo,Mantenimiento,Mon Jan 21 00:00:00 COT 2019,Wed Jan 23 00:00:00 COT 2019,Terminado,Enero,0,0,Parcheo,Ximena Vargas,Ing. Wilmer Suarez
104,Zona 01,"1,004,014","525,950",Situaciones Imprevistas y Apoyo Interinstitucional,IMV-PR-003,1,Usaquen,LOS CEDROS,EL CONTADOR,AC 134,KR 19,KR 17,"21,332",804,"17,150,928","2,01812E+13",49,0,"149,242,857",MVA,Parcheo,Mantenimiento,Thu Jan 17 00:00:00 COT 2019,Wed Jan 23 00:00:00 COT 2019,Terminado,Enero,0,0,Parcheo,Ximena Vargas,Ing. Wilmer Suarez
105,Zona 01,"1,004,014","525,948",Situaciones Imprevistas y Apoyo Interinstitucional,IMV-PR-003,1,Usaquen,COUNTRY CLUB,COUNTRY CLUB,AC 134,KR 17,KR 19,"20,788",852,"17,711,376","2,01812E+13",51,0,"119,822,857",MVA,Parcheo,Mantenimiento,Thu Jan 17 00:00:00 COT 2019,Thu Jan 24 00:00:00 COT 2019,Terminado,Enero,0,0,Parcheo,Cesar Pinto,Ing. Wilmer Suarez
106,Zona 01,"50,007,404","24,123,246",Situaciones Imprevistas y Apoyo Interinstitucional,IMV-PR-003,1,Usaquen,COUNTRY CLUB,COUNTRY CLUB,AC 134,KR 12B,KR 13,"23,739",829,"19,679,631","2,01812E+13",56,0,"117,217,143",MVA,Parcheo,Mantenimiento,Thu Jan 17 00:00:00 COT 2019,Thu Jan 24 00:00:00 COT 2019,Terminado,Enero,0,0,Parcheo,Cesar Pinto,Ing. Wilmer Suarez
107,Zona 01,"1,004,155","509,969",Situaciones Imprevistas y Apoyo Interinstitucional,IMV-PR-003,1,Usaquen,COUNTRY CLUB,LA CAROLINA,AC 134,KR 10,KR 10A,"7,031",797,"5,603,707","2,01812E+13",16,0,"117,502,857",MVA,Parcheo,Mantenimiento,Thu Jan 24 00:00:00 COT 2019,Thu Jan 24 00:00:00 COT 2019,Terminado,Enero,0,0,Parcheo,Cesar Pinto,Ing. Wilmer Suarez
108,Zona 01,"11,009,819","167,807",Infraestructura y Gestión de Tránsito,Misionalidad,11,Suba,NIZA,PRADO VERANIEGO SUR,KR 56D,CL 128B,DG 128BBIS,"13,787",598,"8,244,626","2,01812E+13",27,0,0,MVL,Cambio de Carpeta,Mantenimiento,Fri Jan 11 00:00:00 COT 2019,Thu Jan 24 00:00:00 COT 2019,Terminado,Enero,0,0,Cambio de Carpeta,Adriana Sierra,Ing. Rafael Perez/Ing. Cesar Diego Ortiz
109,Zona 01,"11,010,835","166,923",Infraestructura y Gestión de Tránsito,Misionalidad,11,Suba,LA ALHAMBRA,MONACO,KR 54B,CL 115,AC 116,745,842,"62,729","2,01812E+13",21,0,0,CML,Cambio de Carpeta,Mantenimiento,Thu Jan 03 00:00:00 COT 2019,Thu Jan 24 00:00:00 COT 2019,Terminado,Enero,0,0,Cambio de Carpeta,Adriana Sierra,Ing. Rafael Perez/Ing. Cesar Diego Ortiz
110,Zona 01,"11,010,886","166,922",Infraestructura y Gestión de Tránsito,Misionalidad,11,Suba,LA ALHAMBRA,MONACO,TV 54,CL 114A,KR 54B,110,821,"9,031","2,01812E+13",3,0,0,CML,Cambio de Carpeta,Mantenimiento,Sat Jan 05 00:00:00 COT 2019,Thu Jan 24 00:00:00 COT 2019,Terminado,Enero,0,0,Cambio de Carpeta,Adriana Sierra,Ing. Rafael Perez/Ing. Cesar Diego Ortiz
111,Zona 03,"16,002,347","186,860",Infraestructura y Gestión de Tránsito,Misionalidad,16,Puente Aranda,CIUDAD MONTES,JORGE GAITAN CORTES,KR 38C,CL 2,CL 2B,"7,941",736,"5,844,576","2,01812E+13",19,0,0,MVL,Cambio de Carpeta,Mantenimiento,Thu Jan 10 00:00:00 COT 2019,Thu Jan 24 00:00:00 COT 2019,Terminado,Enero,0,0,Cambio de Carpeta,Karen Zarate,Ing. Gustavo Velandia
112,Zona 05,"7,006,702","480,901",Infraestructura y Gestión de Tránsito,Misionalidad,7,Bosa,BOSA CENTRAL,ANDALUCIA II,KR 78A,CL 58 P SUR,CL 58 Q SUR,705,69,"48,645","2,01812E+13",16,0,0,MVL,Cambio de Carpeta,Mantenimiento,Wed Jan 16 00:00:00 COT 2019,Thu Jan 24 00:00:00 COT 2019,Terminado,Enero,0,0,Cambio de Carpeta,Karen Zarate,Ing. Gustavo Velandia/Ing.Elena Alvarado
113,Zona 05,"7,006,618","366,737",Infraestructura y Gestión de Tránsito,Misionalidad,7,Bosa,BOSA CENTRAL,ANDALUCIA II,KR 78A,CL 58 M BIS SUR,CL 58 P SUR,"3,794",696,"2,640,624","2,01812E+13",9,0,0,MVL,Cambio de Carpeta,Mantenimiento,Wed Jan 16 00:00:00 COT 2019,Thu Jan 24 00:00:00 COT 2019,Terminado,Enero,0,0,Cambio de Carpeta,Karen Zarate,Ing. Gustavo Velandia/Ing.Elena Alvarado
114,Zona 05,"7,006,563","366,592",Infraestructura y Gestión de Tránsito,Misionalidad,7,Bosa,BOSA CENTRAL,ANDALUCIA II,KR 78A,CL 58 M SUR,CL 58 M BIS SUR,"2,463",706,"1,738,878","2,01812E+13",6,0,0,MVL,Cambio de Carpeta,Mantenimiento,Wed Jan 16 00:00:00 COT 2019,Thu Jan 24 00:00:00 COT 2019,Terminado,Enero,0,0,Cambio de Carpeta,Karen Zarate,Ing.Gustavo Velandia/Ing. Leonardo Camacho
115,Zona 01,"11,008,160","171,413",Barrios sin Infraestructura de Servicios Públicos,Misionalidad,11,Suba,EL RINCON,EL RINCON,KR 93D,CL 129,TV 94,33,571,"18,843","2,01812E+13",6,0,0,MVL,Rehabilitacion Rigido,Rehabilitación,Wed Jan 02 00:00:00 COT 2019,Fri Jan 25 00:00:00 COT 2019,Terminado,Enero,0,0,Rehabilitación,Felipe Rodriguez,Ing. Manuel Avila/Ing. Ramiro Robles
